135,Deer Rub Trail,32.54887,-85.47665,3058.0,47.0,142.0,0,9,47,4
136,Deer Run,33.49396,-85.80396,5808.000000000001,150.0,66.0,0,14,30,2
137,Dell's Trail,32.55299,-85.47822,2060.0,11.0,11.0,0,4,58,3
138,Della Ray Loop,33.26934,-87.53393,4626.0,73.0,71.0,0,9,18,2
139,Devil's Driveway,32.62646,-86.24655,1848.0,12.0,62.0,0,3,38,2
140,Devil's Racetrack Lower,34.8078,-86.58983,3261.0,61.0,25.0,0,6,31,2
141,Devil's Racetrack Upper Loop,34.82092,-86.59736,2159.0,14.0,18.0,0,6,16,1
142,Dog Hill,34.04285,-86.03393,6336.0,135.0,220.0,0,17,24,2
143,Dragon Tail,34.70869,-86.42604,2011.0,71.0,4.0,0,4,53,2
144,Dragon's Tail,31.21028,-85.45677,8448.0,158.0,158.0,0,15,42,1
145,Dragon's Tail Advance Trail,31.21028,-85.45677,4970.0,75.0,61.0,0,7,55,3
146,Dragons Tail,34.50531,-85.63698,3661.0,39.0,135.0,0,6,40,2
147,Draw Dropper,32.55257,-85.46968,604.0,2.0,66.0,0,0,32,3
148,Drift Mine,34.04222,-86.02972,5808.000000000001,95.0,198.0,0,10,5,1
149,Driskell Trail,34.77422,-86.54983,4409.0,39.0,33.0,0,4,41,1
150,DS TT,30.69402,-88.20058,8976.0,38.0,35.0,0,17,36,2
151,Duck River Full Loop,34.18531,-86.67608,96096.0,2275.0,2275.0,2,3,2,2
152,East Plateau Trail,34.59021,-86.51388,2936.0,31.0,73.0,0,5,31,1
153,Eastman Flow,33.64497,-85.8478,2726.0,4.0,179.0,0,3,24,1
154,Eureka Mines Trail,33.44519,-86.86227,3424.0,227.0,61.0,0,6,53,1
155,EZ Roller,34.70571,-86.42809,1877.0,11.0,26.0,0,2,32,2
156,Falls View Trail,32.55066,-85.48114,5808.000000000001,56.0,80.0,0,9,12,2
157,Family Bike Trail,34.743,-86.50828,13200.0,206.0,209.0,0,13,44,1
158,Family Loop,34.04218,-86.02956,2339.0,42.0,55.0,0,4,41,1
159,Family Trail,33.26296,-87.53145,2349.0,8.0,9.0,0,2,31,1
160,Family Trail,34.50494,-85.63617,10032.0,112.0,178.0,0,13,16,1
161,Family Trail,33.32136,-86.76492,2966.0,29.0,18.0,0,4,41,1
162,Fanning Trail,34.67351,-86.53069,11088.0,748.0,330.0,0,28,25,3
163,Fire Pits,33.3119,-86.75561,4208.0,166.0,130.0,0,8,31,2
164,Firetower Trail,34.73214,-86.50398,8448.0,144.0,120.0,0,9,46,1
165,Five Bridges,33.26259,-87.53035,2851.0,31.0,31.0,0,10,34,3
166,Five Oaks Loop Trail,33.29949,-87.69048,14256.000000000002,367.0,386.0,0,21,23,2
167,Flat Rock Connector,34.72725,-86.49667,2030.0,320.0,3.0,0,15,33,3
168,Flo-Rida,32.54637,-85.48681,2021.0,90.0,72.0,0,2,38,2
169,Flying Squirrel,33.19095,-87.00064,4294.0,165.0,22.0,0,7,7,2
170,For Pete's Sake,32.54847,-85.48621,14256.000000000002,345.0,337.0,0,24,33,1
171,Foreplay,33.31718,-86.76677,2392.0,18.0,70.0,0,3,33,2
172,Fossil Bench,34.81744,-86.6242,6336.0,18.0,39.0,0,8,54,2
173,Fox Trail,32.55623,-85.47011,4160.0,95.0,24.0,0,6,24,2
174,Foxtrot,34.69777,-86.65374,3123.0,60.0,22.0,0,4,12,1
175,Freedom Rider,33.69926,-85.79605,1919.0,29.0,37.0,0,2,44,2
176,Front Trail,30.69487,-88.19606,3818.0,56.0,55.0,0,4,56,2
177,Furnace Quarry Trail,33.24721,-87.0671,7391.999999999999,215.0,203.0,0,23,10,3
178,G-Force,34.04155,-86.03982,2507.0,22.0,204.0,0,3,3,2
179,Garrett's Gulch,33.33949,-86.73202,6336.0,62.0,103.0,0,10,38,2
180,Gas Light Trail,34.74259,-86.54756,1089.0,2.0,11.0,0,2,25,3
181,Gazza,33.61979,-85.88632,10032.0,178.0,580.0,0,27,49,3
182,General Cockrells Loop,30.75022,-87.90675,5808.000000000001,14.0,11.0,0,6,37,1
183,General Cockrells Trail,30.74885,-87.90933,3893.0,82.0,127.0,0,6,56,2
184,General Garrad Trail,30.73874,-87.91953,2018.0,8.0,4.0,0,2,37,1
185,General Garrard Trail,30.73994,-87.91546,2065.0,18.0,11.0,0,2,52,1
186,General Liddells Trail,30.74145,-87.92386,1837.0,48.0,51.0,0,4,16,1
187,General Mundy,32.60015,-85.50624,4922.0,89.0,89.0,0,12,40,2
188,Gilliam Loop,34.48985,-85.60855,17424.0,824.0,838.0,0,24,30,1
189,Goat Trail,34.727,-86.50218,12143.999999999998,115.0,321.0,0,28,57,3
190,Goldilocks,33.62281,-85.88274,6864.0,115.0,530.0,0,7,29,2
191,Golf Course Loop,34.39555,-86.20354,19536.0,313.0,336.0,0,31,56,1
192,Grant's Way,34.70769,-86.42977,3868.0,3.0,39.0,0,6,55,2
193,Grasslands,30.69457,-88.19664,5808.000000000001,262.0,244.0,0,5,53,1
194,Green Gravity,33.60871,-85.9167,4330.0,66.0,319.0,0,8,58,1
195,Green Street,30.74761,-87.91616,3332.0,52.0,64.0,0,5,37,1
196,Greene Trail,34.81051,-87.69813,1854.0,5.0,95.0,0,5,9,2
197,Groundhogs Day,32.54576,-85.48969,7391.999999999999,103.0,100.0,0,10,12,2
198,Grubb Run,31.33684,-85.72022,12672.0,156.0,203.0,0,24,19,2
199,Half Pipe Bypass,30.77485,-88.0942,16368.0,7.0,3.0,0,53,12,1
200,Hallets Trail,30.73904,-87.91975,5808.000000000001,77.0,63.0,0,6,26,1
201,HAMR Beginner's Loop,34.74374,-86.50802,971.0,3.0,3.0,0,3,27,1
202,Hare,33.63284,-85.86319,9504.0,258.0,800.0,0,10,31,1
203,Harper Tent Trail,30.74172,-87.91345,1988.0,11.0,15.0,0,1,58,1
204,Harris,34.8157,-86.60613,5808.000000000001,196.0,114.0,0,14,48,4
205,Hellfire,34.68249,-86.65093,3503.0,3.0,295.0,0,10,15,3
206,Hemp Trail,30.7807,-88.09775,3548.0,32.0,53.0,0,7,34,1
207,Henry Farm,33.78457,-85.76903,17952.0,182.0,185.0,0,58,56,2
208,Henry Farm,33.78401,-85.76537,5808.000000000001,135.0,126.0,0,16,10,2
209,High Gravity,32.54979,-85.47635,5280.0,87.0,119.0,0,10,10,2
210,High Trail,34.74678,-86.53937,7391.999999999999,150.0,125.0,0,18,0,2
211,Highlands Trail,33.70027,-86.70476,2023.0,61.0,188.0,0,2,28,1
212,Holy Highway,33.26238,-87.52743,2917.0,30.0,50.0,0,2,35,2
213,Honeycomb Trail,34.42871,-86.39179,43824.00000000001,858.0,841.0,1,33,34,2
214,Hyde (Upper Jekyll),33.31707,-86.75285,4770.0,212.0,50.0,0,13,24,3
215,Ike Matson Trail,33.44001,-86.88154,13200.0,561.0,498.0,0,32,10,3
216,Illegal Side Loop,33.51544,-86.75498,8448.0,151.0,209.0,0,17,34,2
217,IMBA Trail,33.25558,-87.05835,6336.0,262.0,136.0,0,10,51,2
218,Indian Falls Trail,34.4937,-85.61776,3159.0,81.0,91.0,0,6,52,1
219,Indian Loop,30.78032,-88.10783,16368.0,49.0,48.0,0,22,48,2
220,Indian Loop Connector,30.78164,-88.10622,723.0,10.0,1.0,0,0,47,2
221,Indian Tree,34.70921,-86.42852,6864.0,62.0,60.0,0,13,21,2
222,Iron Runner Loop,33.24977,-87.05234,16896.0,465.0,465.0,0,18,5,2
223,Iron Works Loop,33.2556,-87.05807,17424.0,550.0,650.0,0,23,2,1
224,Ironlegs Loop,33.71741,-85.69993,28512.000000000004,672.0,622.0,1,16,27,2
225,Ishkooda Connector,33.46416,-86.84577,1855.0,14.0,108.0,0,1,33,1
226,Ishkooda Trail,33.45416,-86.86112,6336.0,201.0,176.0,0,10,22,2
227,Jackson Spring Trail Loop,30.74259,-87.92248,2740.0,79.0,84.0,0,5,11,2
228,Jaque Pate Trail,30.74479,-87.9223,840.0,13.0,9.0,0,4,35,2
229,JCC Jumpline,33.51544,-86.75498,2713.0,6.0,170.0,0,6,51,2
230,Jeep Hill,34.04218,-86.02956,4872.0,76.0,88.0,0,7,23,1
231,Jeff's Junction,34.70914,-86.43377,1358.0,20.0,29.0,0,2,1,2
232,Jekyll,33.31707,-86.75285,15840.0,180.0,302.0,0,25,14,3
233,Jen Zen,34.71427,-86.43705,4577.0,8.0,79.0,0,6,41,2
234,Jimmy Sims Trail,34.81658,-87.30362,6336.0,42.0,40.0,0,9,18,1
235,John Hunt Park Mountain Bike Course,34.68285,-86.58905,22704.0,239.0,236.0,0,42,5,2
236,Johnsons Mountain,33.31382,-86.76962,9504.0,257.0,240.0,0,17,17,2
237,Jones Branch Loop,34.9074,-87.62066,12672.0,198.0,191.0,0,27,46,2
238,Jones Valley Trail,34.67354,-86.53024,3737.0,170.0,164.0,0,9,56,2
239,Kick Six,32.5541,-85.47576,7391.999999999999,128.0,167.0,0,12,15,2
240,Kieth's Trail,34.75051,-86.50317,6336.0,52.0,145.0,0,11,48,3
241,King's Chapel,34.38466,-86.20632,3781.0,274.0,211.0,0,7,58,2
242,Kiowa,34.67854,-86.63993,1603.0,27.0,30.0,0,2,30,1
243,Knotty Pine Trail,34.50562,-85.63979,5808.000000000001,83.0,64.0,0,13,3,2
244,L&N Trail,33.447874,-86.86078,1449.0,29.0,22.0,0,2,2,1
245,Lagoon,33.26409,-87.53221,5167.0,25.0,26.0,0,8,3,1
246,Lagoon XC,32.4011,-86.22605,6336.0,88.0,96.0,0,6,46,1
247,Lagoon XC Bypass,32.41391,-86.22704,783.0,23.0,13.0,0,0,54,1
248,Lake Crossing,30.25397,-87.65482,3917.0,3.0,3.0,0,4,27,0
249,Lake Trail,33.32274,-86.76354,11088.0,178.0,177.0,0,16,9,1
250,Lakeshore Drive,32.62836,-86.24946,4794.0,186.0,90.0,0,9,59,2
251,Lakeside Connector,32.55066,-85.48114,1952.0,7.0,14.0,0,2,41,1
252,Lakeside Trail,33.29689,-87.67746,9504.0,413.0,412.0,0,14,31,1
253,Lawson Branch Loop,34.91375,-87.61669,8448.0,176.0,176.0,0,23,24,2
254,LBC Bypass,33.26233,-87.53057,807.0,7.0,7.0,0,1,2,1
255,Leftwich,34.04265,-86.0278,1972.0,68.0,39.0,0,3,42,1
256,Lightning,33.34158,-86.72382,3858.0,52.0,251.0,0,8,25,3
257,Lightning Loop Trail,33.31223,-87.67909,2139.0,64.0,83.0,0,4,7,2
258,Little Zipper,32.63065,-86.25075,860.0,2.0,63.0,0,1,40,2
259,Logan Point Trail,34.75191,-86.51046,6864.0,201.0,110.0,0,13,45,2
260,Lollipop,34.81127,-87.69701,3609.0,65.0,134.0,0,7,27,1
261,Loop 1,34.1956,-86.8616,2339.0,72.0,63.0,0,9,40,2
262,Loop 2,34.19568,-86.86384,3310.0,56.0,119.0,0,4,58,2
263,Loop 3,34.19267,-86.86474,4298.0,91.0,96.0,0,9,20,2
264,Lost Lake Loop,33.19652,-86.99401,4485.0,74.0,57.0,0,11,15,1
265,Low Peak Trail,34.80525,-86.60112,1850.0,27.0,13.0,0,4,55,2
266,Lower Psycho,33.26721,-87.53327,2254.0,26.0,10.0,0,2,35,2
267,Lower Spring,33.49147,-85.80788,3176.0,135.0,178.0,0,7,38,2
268,Lower Tucker,34.71424,-86.43343,2690.0,46.0,67.0,0,6,22,2
269,Lowry Trail,34.65619,-86.51759,1322.0,147.0,21.0,0,4,10,3
270,LP Flow Trail,32.41675,-86.22801,1906.0,2.0,12.0,0,3,36,1
271,Luther's Pass,34.81235,-87.32806,14783.999999999998,205.0,201.0,0,22,29,1
272,Madkin Loop East,34.66075,-86.63618,7391.999999999999,122.0,77.0,0,13,39,2
273,Madkin Loop West,34.66075,-86.63618,8976.0,115.0,71.0,0,14,47,1
274,Main Line,32.62441,-86.24069,2635.0,14.0,13.0,0,3,41,1
275,Main Trunk #63,33.19927,-86.19363,22176.0,507.0,371.0,0,38,44,2
276,Mainline,31.33432,-85.71593,6336.0,190.0,221.0,0,11,7,2
277,Mama Bear,33.6088,-85.90997,7920.0,349.0,347.0,0,13,7,1
278,Mama's Milkshake,32.55073,-85.48922,1739.0,89.0,89.0,0,2,13,3
279,Mars,33.26524,-87.53573,6864.0,60.0,53.0,0,10,9,2
280,Marschall Trail,30.74723,-87.91776,1371.0,6.0,8.0,0,1,25,2
281,McDuffie Fitness Trail,33.51138,-86.75562,22176.0,239.0,240.0,0,39,3,2
282,McKay Hollow,34.74147,-86.51801,12143.999999999998,591.0,580.0,1,26,0,4
283,Mercury,34.65897,-86.63429,1047.0,130.0,4.0,0,4,1,2
284,Middle Mountain Loop,33.63534,-86.86911,4803.0,72.0,73.0,0,14,13,2
285,Mike Thompson  Loop,30.69705,-88.2027,11088.0,85.0,86.0,0,18,41,3
286,Misery Trail,30.78702,-88.09998,7920.0,145.0,117.0,0,18,24,2
287,Miss Baker,34.65903,-86.63446,3530.0,8.0,54.0,0,5,42,1
288,Moonshine,34.38501,-86.20597,3920.0,271.0,131.0,0,10,24,2
289,Moonshine Ridge,34.04228,-86.0327,2488.0,104.0,110.0,0,4,38,1
290,Moonshine Trail,34.77111,-86.55138,2031.0,14.0,48.0,0,4,44,2
291,Motohanger #5,34.81112,-87.69718,2746.0,37.0,197.0,0,9,50,3
292,Mountain Man,34.70982,-86.46678,4094.0,6.0,343.0,0,9,50,3
293,Mountain Mist,34.7257,-86.50212,15312.0,92.0,206.0,0,22,16,3
294,Mr Toads Snake to Fore Play,33.31943,-86.76516,1767.0,40.0,33.0,0,3,6,2
295,Narnia,34.70917,-86.63751,5808.000000000001,32.0,43.0,0,9,22,1
296,Narrow Ridge Side Trail,33.70153,-86.69203,2267.0,98.0,87.0,0,6,59,2
297,Narrows Ridge,33.702,-86.69256,13200.0,718.0,713.0,0,47,53,2
298,Native Azalea Trail,30.7481,-87.91196,2264.0,27.0,34.0,0,3,25,2
299,Natural Well Trail,34.72136,-86.53737,13200.0,226.0,655.0,0,48,46,4
300,Never Never Land Cut Off,34.49467,-85.63658,1552.0,27.0,52.0,0,2,31,1
301,Never Never Land Loop,34.50056,-85.63505,14256.000000000002,374.0,374.0,0,22,27,2
302,New Trail,34.39043,-86.21515,4774.0,147.0,128.0,0,12,19,2
303,NICA,34.80766,-86.59893,7391.999999999999,139.0,76.0,0,12,38,2
304,NORBA Heart Break Hill,32.55102,-85.47214,2281.0,48.0,133.0,0,4,34,3
305,North Lakes Connector Trail,33.35728,-86.70474,13200.0,289.0,274.0,0,17,44,1
306,North Loop,33.21398,-87.45705,5280.0,80.0,75.0,0,8,3,2
307,North Plateau Loop,34.74781,-86.51679,9504.0,86.0,83.0,0,10,20,2
308,Northern Pines,33.18609,-87.02736,6864.0,304.0,215.0,0,13,35,2
309,Nottingham,34.71064,-86.63783,2539.0,22.0,31.0,0,4,14,1
310,Oak Park,34.74782,-86.5501,5132.0,439.0,39.0,0,14,11,2
311,Old Apalachee Trail,30.73288,-87.91344,2814.0,33.0,53.0,0,6,50,1
312,Old River Trail / John Fowler Trail,30.74208,-87.92471,3225.0,29.0,22.0,0,7,30,1
313,Old Skool,32.54806,-85.48824,3537.0,48.0,48.0,0,5,55,2
314,Outlaws Revenge II,34.7161,-86.43443,2470.0,13.0,20.0,0,4,58,2
315,Outside Loop,31.27448,-85.47083,4308.0,123.0,74.0,0,3,36,1
316,Oval Office,33.64114,-85.84911,13200.0,432.0,430.0,0,20,48,2
317,Page Farm,34.81658,-87.30362,16368.0,271.0,185.0,0,24,10,1
318,Pancake Hollow,34.7132,-86.47811,5808.000000000001,6.0,500.0,0,24,19,2
319,Papa Bear,33.61338,-85.90654,8448.0,281.0,194.0,0,15,10,2
320,Parking Connector #6,33.33171,-86.86268,1473.0,36.0,53.0,0,2,50,2
321,Pathkiller,34.03799,-86.03511,2267.0,166.0,105.0,0,5,49,1
322,Patriot,34.69615,-86.65274,14783.999999999998,193.0,188.0,0,16,23,2
323,Peaceful Easy Feeling,33.19651,-86.99385,4800.0,74.0,49.0,0,9,12,1
324,Peak Attack,33.63562,-86.87205,1759.0,3.0,11.0,0,4,41,2
325,Pig Iron Loop,33.24742,-87.06643,16896.0,524.0,524.0,0,18,37,2
326,Pine Torch Trail #222,34.35342,-87.30121,46992.0,1619.0,1622.0,1,28,2,1
327,Piney Loop,34.80933,-86.59041,2917.0,14.0,42.0,0,5,14,1
